task,program,pass
60b61512.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) orange) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (move (grid_to_block $1) 3 south true)))))) true)),True
6150a2bd.json,(lambda (to_min_grid (reflect (reflect (remove_color (grid_to_block $0) yellow) false) true) false)),False
6150a2bd.json,(lambda (to_min_grid (reflect (reflect (remove_color (grid_to_block $0) yellow) true) false) false)),False
6150a2bd.json,(lambda (to_original_grid_overlay (reflect (remove_black_b (reflect (grid_to_block $0) true)) false) false)),True
6150a2bd.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (reflect (grid_to_block $0) false) true)) false)),True
67385a82.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) true)),True
67385a82.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (grid_to_block $0)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) true))))) true)),True
67385a82.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) false) false)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) true)),True
67385a82.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (grid_to_block $0) true) true)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) true)),True
67385a82.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (remove_black_b (reflect (reflect (remove_color (grid_to_block $0) blue) true) true)) teal) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (tiles_to_blocks (find_tiles_by_black_b $1)) false))))) true)),True
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) false) false)),True
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) false) true)),True
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) false) false)),True
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) false) true)),True
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) (negate_boolean true)) false)),True
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) (negate_boolean true)) true)),True
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) false) (negate_boolean false))),True
67a3c6ac.json,(lambda (to_min_grid (reflect (grid_to_block $0) false) (negate_boolean true))),True
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) (negate_boolean true)) false)),True
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) (negate_boolean true)) true)),True
67a3c6ac.json,(lambda (to_min_grid (reflect (remove_black_b (grid_to_block $0)) false) true)),True
67a3c6ac.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) false)) true)),True
67a3c6ac.json,(lambda (to_min_grid (reflect (remove_black_b (grid_to_block $0)) false) false)),True
67a3c6ac.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) false)) false)),True
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (remove_black_b (grid_to_block $0)) false) true)),True
67a3c6ac.json,(lambda (to_original_grid_overlay (remove_black_b (reflect (grid_to_block $0) false)) true)),True
67a3c6ac.json,(lambda (to_min_grid (box_block (reflect (grid_to_block $0) false)) false)),True
67a3c6ac.json,(lambda (to_min_grid (reflect (box_block (grid_to_block $0)) false) false)),True
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) false) (negate_boolean false))),True
67a3c6ac.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) false) (negate_boolean true))),True
67e8384a.json,(lambda (to_min_grid (reflect (remove_black_b (move (reflect (remove_black_b (move (reflect (grid_to_block $0) true) 3 south true)) false) 3 east true)) true) true)),True
67e8384a.json,(lambda (to_min_grid (reflect (remove_black_b (move (reflect (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true)) true) 3 south true)) false) true)),True
67e8384a.json,(lambda (to_min_grid (reflect (remove_black_b (move (reflect (reflect (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true)) false) true) 3 south true)) false) true)),True
67e8384a.json,(lambda (to_min_grid (reflect (remove_black_b (move (reflect (reflect (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true)) true) false) 3 south true)) false) true)),True
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) true) false)),True
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) true) true)),True
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) true) false)),True
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) true) true)),True
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) (negate_boolean false)) false)),True
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) (negate_boolean false)) true)),True
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) true) (negate_boolean false))),True
68b16354.json,(lambda (to_min_grid (reflect (grid_to_block $0) true) (negate_boolean true))),True
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) (negate_boolean false)) false)),True
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) (negate_boolean false)) true)),True
68b16354.json,(lambda (to_min_grid (reflect (remove_black_b (grid_to_block $0)) true) true)),True
68b16354.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) true)) true)),True
68b16354.json,(lambda (to_min_grid (reflect (remove_black_b (grid_to_block $0)) true) false)),True
68b16354.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) true)) false)),True
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) true) (negate_boolean false))),True
68b16354.json,(lambda (to_original_grid_overlay (reflect (grid_to_block $0) true) (negate_boolean true))),True
6d0aefbc.json,(lambda (to_min_grid (move (reflect (remove_black_b (grid_to_block $0)) false) 3 east true) true)),True
6d0aefbc.json,(lambda (to_min_grid (move (remove_black_b (reflect (grid_to_block $0) false)) 3 east true) true)),True
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true)) false)),True
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true)) true)),True
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east true)) false)),True
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east true)) true)),True
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east (negate_boolean false))) false)),True
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east (negate_boolean false))) true)),True
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (remove_black_b (grid_to_block $0)) false))) 3 east true)) false)),True
6d0aefbc.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (remove_black_b (grid_to_block $0)) false))) 3 east true)) true)),True
6d0aefbc.json,(lambda (to_min_grid (reflect (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east true)) false) false)),True
6d0aefbc.json,(lambda (to_min_grid (reflect (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) false))) 3 east true)) false) true)),True
6d0aefbc.json,(lambda (to_min_grid (box_block (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true))) true)),True
6d0aefbc.json,(lambda (to_min_grid (box_block (remove_black_b (move (reflect (grid_to_block $0) false) 3 east true))) false)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 false true) false) black red) false)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (singleton_block (find_same_color_blocks $0 false true)) black red) false)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 false true) false) black red) true)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 false true) true) black red) false)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) false) black red) false)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (singleton_block (find_same_color_blocks $0 false true)) black red) true)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (singleton_block (find_same_color_blocks $0 true true)) black red) false)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (replace_color (merge_blocks (find_same_color_blocks $0 true true) false) black red) true)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles $0)) false) red) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (merge_blocks (find_same_color_blocks $0 true true) false) red) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda 0) false) red) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles $0)) true) red) (lambda (negate_boolean (tile_overlaps_block $0 (remove_black_b (grid_to_block $1)))))) true)),True
6d75e8bb.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles $0)) false) red) (lambda (negate_boolean (tile_overlaps_block $0 (merge_blocks (find_same_color_blocks $1 true false) false))))) true)),True
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 true))) false)),True
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_snakewise (grid_to_block $0) (make_colorpair teal teal)) (lambda (is_exterior $0 true))) false)),True
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_snakewise (move (grid_to_block $0) 1 south false) (make_colorpair teal teal)) (lambda (is_exterior $0 true))) false)),True
6f8cd79b.json,(lambda (to_min_grid (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 true))) teal) true)),True
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 true))) true)),True
6f8cd79b.json,(lambda (to_min_grid (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 false))) teal) true)),True
6f8cd79b.json,(lambda (to_min_grid (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 true))) teal) false)),True
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 false))) true)),True
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 false))) false)),True
6f8cd79b.json,(lambda (to_original_grid_overlay (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 true))) teal) true)),True
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 true))) true)),True
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 true))) false)),True
6f8cd79b.json,(lambda (to_min_grid (fill_color (filter_block_tiles (grid_to_block $0) (lambda (is_exterior $0 false))) teal) false)),True
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 false))) false)),True
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (grid_to_block $0) teal) (lambda (is_exterior $0 false))) true)),True
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (fill_color (grid_to_block $0) teal)) (lambda (is_exterior $0 false))) false)),True
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (remove_black_b (fill_color (grid_to_block $0) teal)) (lambda (is_exterior $0 false))) true)),True
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 8)) (lambda (is_exterior $0 false))) false)),True
6f8cd79b.json,(lambda (to_min_grid (filter_block_tiles (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 8)) (lambda (is_exterior $0 false))) true)),True
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 8)) (lambda (is_exterior $0 false))) false)),True
6f8cd79b.json,(lambda (to_original_grid_overlay (filter_block_tiles (fill_color (grid_to_block $0) (nth_primary_color (grid_to_block $0) 8)) (lambda (is_exterior $0 false))) true)),True
6fa7a44f.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) 3 south true) true)),True
6fa7a44f.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) 3 south true) false)),True
6fa7a44f.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) (get_height (grid_to_block $0)) south true) true)),True
6fa7a44f.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) (get_width (grid_to_block $0)) south true) true)),True
6fa7a44f.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) (get_height (grid_to_block $0)) south true) false)),True
6fa7a44f.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) (get_width (grid_to_block $0)) south true) false)),True
6fa7a44f.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) (get_original_grid_height (grid_to_block $0)) south true) true)),True
6fa7a44f.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) (get_original_grid_width (grid_to_block $0)) south true) true)),True
6fa7a44f.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) (get_original_grid_height (grid_to_block $0)) south true) false)),True
6fa7a44f.json,(lambda (to_min_grid (move (reflect (grid_to_block $0) true) (get_original_grid_width (grid_to_block $0)) south true) false)),True
6fa7a44f.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) true) 3 south true)) false)),True
6fa7a44f.json,(lambda (to_min_grid (remove_black_b (move (reflect (grid_to_block $0) true) 3 south true)) true)),True
6fa7a44f.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) true))) 3 south true)) false)),True
6fa7a44f.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) true))) 3 south true)) true)),True
6fa7a44f.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) true))) 3 south (negate_boolean false))) false)),True
6fa7a44f.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) true))) 3 south (negate_boolean false))) true)),True
6fa7a44f.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (remove_black_b (grid_to_block $0)) true))) 3 south true)) false)),True
6fa7a44f.json,(lambda (to_min_grid (remove_black_b (move (box_block (remove_black_b (reflect (remove_black_b (grid_to_block $0)) true))) 3 south true)) true)),True
6fa7a44f.json,(lambda (to_min_grid (reflect (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) true))) 3 south true)) true) false)),True
6fa7a44f.json,(lambda (to_min_grid (reflect (remove_black_b (move (box_block (remove_black_b (reflect (grid_to_block $0) true))) 3 south true)) true) true)),True
6fa7a44f.json,(lambda (to_min_grid (box_block (move (reflect (grid_to_block $0) true) 3 south true)) true)),True
6fa7a44f.json,(lambda (to_min_grid (box_block (remove_black_b (move (reflect (grid_to_block $0) true) 3 south true))) true)),True
6fa7a44f.json,(lambda (to_min_grid (box_block (move (reflect (grid_to_block $0) true) 3 south true)) false)),True
6fa7a44f.json,(lambda (to_min_grid (box_block (remove_black_b (move (reflect (grid_to_block $0) true) 3 south true))) false)),True
72ca375d.json,(lambda (blocks_to_min_grid (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_tile $0))) false false)),False
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false)))) true)),True
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) true)),True
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false)))) false)),True
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false)))) false)),True
72ca375d.json,(lambda (to_min_grid (reflect (singleton_block (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false)))) false) false)),True
72ca375d.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false))) (lambda (get_num_tiles $0)) true) false)),True
72ca375d.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false))) (lambda (get_num_tiles $0)) false) false)),True
72ca375d.json,(lambda (to_min_grid (first_of_sorted_object_list (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false))) (lambda (get_num_tiles $0)) false) false)),True
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (filter_blocks (find_same_color_blocks $0 true true) (lambda (is_symmetrical $0 false))) (lambda (is_symmetrical $0 false)))) false)),True
72ca375d.json,(lambda (to_min_grid (singleton_block (filter_blocks (filter_blocks (find_same_color_blocks $0 true false) (lambda (is_symmetrical $0 false))) (lambda (is_symmetrical $0 false)))) false)),True
7468f01a.json,(lambda (to_min_grid (reflect (remove_black_b (grid_to_block $0)) (negate_boolean true)) false)),True
7468f01a.json,(lambda (to_min_grid (reflect (remove_black_b (grid_to_block $0)) (negate_boolean true)) true)),True
7468f01a.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) (negate_boolean true))) false)),True
7468f01a.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) (negate_boolean true))) true)),True
7468f01a.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) false)) (negate_boolean false))),True
7468f01a.json,(lambda (to_min_grid (remove_black_b (reflect (grid_to_block $0) false)) (negate_boolean true))),True
7468f01a.json,(lambda (to_min_grid (remove_black_b (reflect (remove_black_b (grid_to_block $0)) false)) true)),True
7468f01a.json,(lambda (to_min_grid (remove_black_b (remove_black_b (reflect (grid_to_block $0) false))) true)),True
7468f01a.json,(lambda (to_min_grid (reflect (remove_black_b (remove_black_b (grid_to_block $0))) false) true)),True
7468f01a.json,(lambda (to_min_grid (reflect (remove_black_b (remove_black_b (grid_to_block $0))) false) false)),True
7468f01a.json,(lambda (to_min_grid (remove_black_b (reflect (remove_black_b (grid_to_block $0)) false)) false)),True
7468f01a.json,(lambda (to_min_grid (remove_black_b (remove_black_b (reflect (grid_to_block $0) false))) false)),True
7468f01a.json,(lambda (to_min_grid (reflect (merge_blocks (find_same_color_blocks $0 false false) false) false) false)),True
7468f01a.json,(lambda (to_min_grid (reflect (merge_blocks (find_same_color_blocks $0 false false) false) false) true)),True
7468f01a.json,(lambda (to_min_grid (reflect (merge_blocks (find_same_color_blocks $0 false true) false) false) false)),True
7468f01a.json,(lambda (to_min_grid (reflect (merge_blocks (find_same_color_blocks $0 true false) false) false) false)),True
7468f01a.json,(lambda (to_min_grid (reflect (remove_color (grid_to_block $0) black) false) false)),True
7468f01a.json,(lambda (to_min_grid (remove_color (reflect (grid_to_block $0) false) black) false)),True
7468f01a.json,(lambda (to_min_grid (remove_color (reflect (grid_to_block $0) false) black) true)),True
7468f01a.json,(lambda (to_min_grid (reflect (remove_color (grid_to_block $0) black) false) true)),True
88a10436.json,(lambda (blocks_to_original_grid (map_tiles (find_tiles_by_black_b $0) (lambda (center_block_on_tile (first_of_sorted_object_list (find_blocks_by_inferred_b $1 true false) (lambda (get_num_tiles $0)) false) $0))) true true)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (negate_boolean (has_color (grid_to_block $0) blue))) false)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (is_interior (get_block_center (remove_color (grid_to_block $0) blue)) true)) true)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (is_interior (get_block_center (remove_color (grid_to_block $0) blue)) true)) false)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (is_rectangle (remove_color (grid_to_block $0) blue) false)) false)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (is_interior (get_block_center (remove_color (reflect (grid_to_block $0) true) blue)) true)) false)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (is_interior (get_block_center (remove_color (reflect (grid_to_block $0) false) blue)) true)) false)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (has_color (replace_color (grid_to_block $0) teal red) red)) false)),False
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (has_color (remove_color (grid_to_block $0) blue) (nth_primary_color (grid_to_block $0) 1))) false)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (touches_boundary (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) false) north)) false)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (touches_boundary (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) false) north_east)) false)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_blocks_by_inferred_b $0 true false) (lambda (get_num_tiles $0)) (is_interior (get_block_center (remove_color (grid_to_block $0) blue)) true)) true)),True
88a62173.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (is_rectangle (remove_color (grid_to_block $0) blue) true)) false)),True
88a62173.json,(lambda (to_min_grid (box_block (first_of_sorted_object_list (find_same_color_blocks $0 true false) (lambda (get_num_tiles $0)) (is_interior (get_block_center (remove_color (grid_to_block $0) blue)) true))) true)),True
8be77c9e.json,(lambda (to_min_grid (box_block (move (reflect (reflect (reflect (grid_to_block $0) false) true) false) 3 south true)) true)),True
8be77c9e.json,(lambda (to_min_grid (box_block (move (reflect (reflect (reflect (grid_to_block $0) true) false) false) 3 south true)) true)),True
8be77c9e.json,(lambda (to_min_grid (box_block (move (reflect (reflect (reflect (grid_to_block $0) true) true) true) 3 south true)) true)),True
8be77c9e.json,(lambda (to_min_grid (box_block (move (reflect (reflect (reflect (grid_to_block $0) true) false) false) 3 south true)) false)),True
8be77c9e.json,(lambda (to_min_grid (box_block (move (reflect (reflect (reflect (grid_to_block $0) true) true) true) 3 south true)) false)),True
8be77c9e.json,(lambda (to_min_grid (box_block (move (box_block (move (reflect (grid_to_block $0) true) 3 south true)) 3 north true)) false)),True
8efcae92.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_color $0 blue))) false) false)),True
8efcae92.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 false true) (lambda (get_num_tiles (remove_color $0 blue))) false) false)),True
8efcae92.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 false true) (lambda (get_num_tiles (remove_color $0 blue))) false) true)),True
8efcae92.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_color $0 blue))) false) true)),True
8efcae92.json,(lambda (to_min_grid (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (reflect (remove_color $0 blue) false))) false) true)),True
8efcae92.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_color $0 blue))) false) grey) false)),True
8efcae92.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_color $0 blue))) false) grey) true)),True
8efcae92.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_color $0 blue))) false) yellow) false)),True
8efcae92.json,(lambda (to_min_grid (remove_color (first_of_sorted_object_list (find_same_color_blocks $0 true true) (lambda (get_num_tiles (remove_color $0 blue))) false) yellow) true)),True
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) false)),True
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) true)),True
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) (negate_boolean false))),True
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) (negate_boolean true))),True
9172f3a0.json,(lambda (to_min_grid (box_block (grow (grid_to_block $0) 2)) false)),True
9172f3a0.json,(lambda (to_min_grid (box_block (grow (grid_to_block $0) 2)) true)),True
9172f3a0.json,(lambda (to_min_grid (grow (box_block (grid_to_block $0)) 2) false)),True
9172f3a0.json,(lambda (to_min_grid (grow (box_block (grid_to_block $0)) 2) true)),True
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) (is_tile (grid_to_block $0)))),True
9172f3a0.json,(lambda (to_min_grid (grow (grid_to_block $0) 2) (touches_any_boundary (grid_to_block $0)))),True
9172f3a0.json,(lambda (to_min_grid (grow (remove_black_b (grid_to_block $0)) 2) true)),False
9172f3a0.json,(lambda (to_min_grid (remove_black_b (grow (grid_to_block $0) 2)) true)),False
9172f3a0.json,(lambda (to_min_grid (grow (remove_black_b (grid_to_block $0)) 2) false)),True
9172f3a0.json,(lambda (to_min_grid (remove_black_b (grow (grid_to_block $0) 2)) false)),True
9172f3a0.json,(lambda (to_min_grid (grow (filter_block_tiles (grid_to_block $0) (lambda true)) 2) true)),True
9172f3a0.json,(lambda (to_min_grid (filter_block_tiles (grow (grid_to_block $0) 2) (lambda true)) true)),True
9172f3a0.json,(lambda (to_min_grid (grow (filter_block_tiles (grid_to_block $0) (lambda true)) 2) false)),True
9172f3a0.json,(lambda (to_min_grid (grow (merge_blocks (find_same_color_blocks $0 false false) false) 2) false)),True
9172f3a0.json,(lambda (to_min_grid (grow (merge_blocks (find_same_color_blocks $0 false false) true) 2) false)),True
9565186b.json,(lambda (to_original_grid_overlay (fill_color (merge_blocks (find_blocks_by_inferred_b $0 true false) true) grey) true)),True
